Tweet,SentimentML,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias
@aguiarthur ador posit #teamarthuragui,'alegria',,,,,,,
"@centralarthurof @aguiarthur volt log am beij bom, viv morr am p…",'neutro',,,,,,,
@centralarthurof @aguiarthur import verdad rest deix temp diz diz #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur tô pouc ansi #teamarthuragui,'alegria',,,,,,,
rt @thaybelikov @centralarthurof @aguiarthur amizad lealdad amizad bemquer amizad quer ver outr feliz apen querer…,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
rt @aguiarthur adm chegou! descans porqu agor vam par final! ✨ tá ansi ai? #teamarthuragui #bbb22,'neutro',,,,,,,
rt @somosrebe1 #teamarthuragui ✨✨ @aguiarthur,'neutro',,,,,,,
"@centralarthurof @aguiarthur morr am ela, favor alguém enterr cov sorris #teamarthuragui",'neutro',,,,,,,
rt @aguiarthur troc turn adms! bor sub tag? #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@aguiarthur oi lind cad #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui ✨,'alegria',,,,,,,
"@centralarthurof @aguiarthur pirralh imaturo, ador implic comig #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur boraaa sub #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur viv #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur chuv vent lev sol vent traz diz porqu tant bemmequ ou…,'neutro',,,,,,,
"@centralarthurof @aguiarthur sei vê, apen menin #teamarthuragui",'neutro',,,,,,,
#teamarthuragui ✨✨ @aguiarthur,'alegria',,,,,,,
@centralarthurof @aguiarthur amizad lealdad amizad bemquer amizad quer ver outr feliz apen quer #teamarthuragui,'neutro',,,,,,,
@centralarthurof @weakpointrbr @aguiarthur dua viu #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur beij bom #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur rei #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur faç tud pra vê sorr #teamarthuragui,'neutro',,,,,,,
@centralarthurof @weakpointrbr @aguiarthur parec encontr alguém pra namor #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur volt log am #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui am sigam!!! ✨✨✨✨✨,'neutro',,,,,,,
"@centralarthurof @aguiarthur amizad lealdade, amizad bem querer, amizad quer ver outr feliz apena…",'neutro',,,,,,,
@centralarthurof @aguiarthur ta cheg hr #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur vou cuid #teamarthuragui,'alegria',,,,,,,
rt @aguiarthur troc turn adms! bor sub tag? #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur aaaaaaaa mó vontad #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur tud ele!! #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur pod vir comig #teamarthuragui,'raiva',,,,,,,
@centralarthurof @aguiarthur bor timee #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur min #teamarthuragui,'neutro',,,,,,,
"@aguiarthur adm, sab hor são? 12 11 ^ 1 10 | 2…",'neutro',,,,,,,
@centralarthurof @aguiarthur vou ser melhor amig #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur amoo viu #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur to pens dia sim outr sim #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur jeit bob agir, faç tud pra vê sorr #teamarthuragui",'neutro',,,,,,,
rt @juninhop716 @centralarthurof @aguiarthur #teamarthuragui rebeld sempr ✨♥️,'neutro',,,,,,,
@centralarthurof @aguiarthur tão lind estrel céu brilh irrad sol sei dev o…,'raiva',,,,,,,
@centralarthurof @aguiarthur acim tud respe #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur pont luz ✨ #teamarthuragui,'alegria',,,,,,,
"@centralarthurof @aguiarthur mina, mina, mina, mina! mina, mi…",'neutro',,,,,,,
"@centralarthurof @aguiarthur tod histór começ mei fim, film pod ser assim #teamarthuragui",'neutro',,,,,,,
"@centralarthurof @aguiarthur difícil disfarçar, vej entr olh #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur sei tá med ser ced pra apaixon outr vez sei po…,'neutro',,,,,,,
"rt @thaybelikov @centralarthurof @aguiarthur min fechamento, nunc vacil tip mulh cheg pra som parec b…",'neutro',,,,,,,
@centralarthurof @aguiarthur sincer #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur tud bem aí aqu ta vou ment #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur melhor mim #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur vou am verdad #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur fech olh pra pod cant #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur deix sol bat #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur vou diz lev coraçã precis sempr ter pert olh ( é…,'neutro',,,,,,,
@aguiarthur #teamarthuragui seg adm aqu torc bem ant fal iri entr bbb aind 🍀,'neutro',,,,,,,
@centralarthurof @aguiarthur brinc comig #teamarthuragui,'alegria',,,,,,,
"rt @thaybelikov @centralarthurof @aguiarthur min fechamento, nunc vacil tip mulh cheg pra som parec b…",'neutro',,,,,,,
@centralarthurof @aguiarthur consig enxerg luz nel #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur vem med porqu #teamarthuragui,'neutro',,,,,,,
rt @centralarthurof @weakpointrbr @aguiarthur bor bor bor #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur y #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur sei #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur abr braç pra pod sonh #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur segur mão #teamarthuragui,'raiva',,,,,,,
@centralarthurof @aguiarthur sobr ta nad bem kkkkkkk #teamarthuragui,'neutro',,,,,,,
rt @weakpointrbr @centralarthurof @aguiarthur bot pra subir!! #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur detalh deix best #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur z #teamarthuragui,'alegria',,,,,,,
"@centralarthurof @aguiarthur deix vent lev traz você, outr vez #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur x #teamarthuragui,'alegria',,,,,,,
@aguiarthur #teamarthuragui seg adm aqu torc bem ant fal iri entr bbb,'neutro',,,,,,,
@centralarthurof @aguiarthur quer #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur not cançã #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur veee seiscent #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur v #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur faz seman #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur vai quer volt pra mim #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur dou coraçã #teamarthuragui,'alegria',,,,,,,
"@centralarthurof @aguiarthur min fechamento, nunc vacil tip mulh cheg pra som p…",'neutro',,,,,,,
"@centralarthurof @aguiarthur am jogo, alguém ced ant tard #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur u #teamarthuragui,'alegria',,,,,,,
"rt @wxykaah @centralarthurof @aguiarthur topet charme,mdss #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur pode?procur defeit ach ? #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur t #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur escut coraçã #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur vai volt ser deix ser #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur é, tô dand am qu sab #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur nunc sei poss ver #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur pra recomeçar!! #teamarthuragui,'neutro',,,,,,,
rt @arthuramin @centralarthurof @aguiarthur viv dess jeit tão ruim #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur vou viv dia cad vez #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur h #teamarthuragui,'alegria',,,,,,,
rt @thaybelikov @centralarthurof @aguiarthur amo ris anj olh fech fur bochech bat vontad d…,'neutro',,,,,,,
@centralarthurof @aguiarthur q #teamarthuragui,'neutro',,,,,,,
rt @arthuraurugu @centralarthurof @aguiarthur novent y och #teamarthuragui,'neutro',,,,,,,
rt @arthuraurugu @centralarthurof @aguiarthur pront centr consegu cemmm #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur g #teamarthuragui,'alegria',,,,,,,
rt @arthuraurugu @centralarthurof @aguiarthur novent y seil #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur vai fé #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur f #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur cois lug #teamarthuragui,'neutro',,,,,,,
rt @aguiarthur @bieberhouse_ gent pod faz bol né?,'neutro',,,,,,,
@centralarthurof @aguiarthur fl mal nasc morr beij chã suspeit rend #teamarthuragui,'neutro',,,,,,,
rt @thaybelikov @centralarthurof @aguiarthur amo ris anj olh fech fur bochech bat vontad d…,'neutro',,,,,,,
@centralarthurof @aguiarthur nad pod par #teamarthuragui,'neutro',,,,,,,
"rt @wxykaah @centralarthurof @aguiarthur topet charme,mdss #teamarthuragui",'neutro',,,,,,,
"@centralarthurof @aguiarthur silênci começ incomod sorris faz fic ar convers longas,…",'neutro',,,,,,,
@centralarthurof @aguiarthur n #teamarthuragui,'alegria',,,,,,,
rt @yass_flow @centralarthurof @aguiarthur chuv vent lev sol vent traz diz porqu tant bemmequ malme…,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur temp pod #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur d #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur m #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur sab bem #teamarthuragui,'neutro',,,,,,,
rt @aguiarthur adm chegou! descans porqu agor vam par final! ✨ tá ansi ai? #teamarthuragui #bbb22,'neutro',,,,,,,
@centralarthurof @aguiarthur viv dess jeit tão ruim #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur amo ris anj olh fech fur bochech bat vo…,'neutro',,,,,,,
"@centralarthurof @aguiarthur topet charme,mdss #teamarthuragui",'neutro',,,,,,,
rt @everlastingrbr @centralarthurof @aguiarthur sab tud olh pra fal #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur l #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur tud vai melhorar!! #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur tropeç #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur c #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur k #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur b #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur j #teamarthuragui,'alegria',,,,,,,
rt @arthuramin @centralarthurof @aguiarthur qu prend #teamarthuragui,'alegria',,,,,,,
"@centralarthurof @aguiarthur amizad explica, sent do nad troc esper entend g…",'alegria',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
rt @arthuramin @centralarthurof @aguiarthur rol #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur recomeç #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur sempr vem sol #teamarthuragui,'alegria',,,,,,,
rt @wxykaah @centralarthurof @aguiarthur tern lindoo #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur h #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui vamostorc bast,'alegria',,,,,,,
rt @rbr10 @centralarthurof @aguiarthur desej sonh vao morr acredit acredit #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur morr ressec perd cor #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur g #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur porqu sei chuv #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur qu prend #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur f #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur amo meninoo #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur sempr pod tent novo!! #teamarthuragui,'neutro',,,,,,,
rt @everlastingrbr @centralarthurof @aguiarthur sab tud olh pra fal #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur tud moment vai além temp #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur tud bem #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui rebeld sempr ✨♥️,'alegria',,,,,,,
@centralarthurof @aguiarthur rol #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur muit chuv morr #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur d #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur err #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur c #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur brinc comig sab bem, fal qu também, pra tod mund v…",'neutro',,,,,,,
"@centralarthurof @aguiarthur flor,nasc intenção🎶 #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur mdss fot nov xodó #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur nao tou prepar pra ver acord ind dorm com tom banh aaaaaaaa #teamarthuragui,'tristeza',,,,,,,
@centralarthurof @aguiarthur b #teamarthuragui,'alegria',,,,,,,
rt @centralarthurof @qgrebeldebr @aguiarthur tam aqu pra isso!!!! #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur amoo,'alegria',,,,,,,
rt @aguiarthur troc turn adms! bor sub tag? #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur mud caminhoo #teamarthuragui,'alegria',,,,,,,
rt @meurisorbr @centralarthurof @aguiarthur nasc intenç #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur viv olh pra trá #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur deix perd acas #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur lind menin deour,'alegria',,,,,,,
@centralarthurof @aguiarthur jeit #teamarthuragui,'alegria',,,,,,,
rt @thaybelikov @centralarthurof @aguiarthur amo ser #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur ach #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur nunc viv alg fort assim #teamarthuragui,'neutro',,,,,,,
rt @yass_flow @centralarthurof @aguiarthur chuv vent lev sol vent traz diz porqu tant bemmequ malme…,'neutro',,,,,,,
@centralarthurof @aguiarthur pra ser capaz #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur acim tud respe vou ser melhor amig #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur tud vai continu #teamarthuragui,'neutro',,,,,,,
rt @centralarthurof @qgrebeldebr @aguiarthur pra 200 #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur lindooooo,'alegria',,,,,,,
"rt @thaybelikov @centralarthurof @aguiarthur quero, sempr anj pra mim amo, vem comig pra feliz sei, etername…",'neutro',,,,,,,
@centralarthurof @aguiarthur coraçã mil aqu,'alegria',,,,,,,
@centralarthurof @aguiarthur deix temp cur #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur amor,t dou coração❤️ #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur diss fic aqu #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur quero, sempr anj pra mim amo, vem comig pra feliz sei, e…",'neutro',,,,,,,
rt @thaybelikov @centralarthurof @aguiarthur am dou coraçã tô deix mão promet vai cuid #teamart…,'neutro',,,,,,,
rt @wxykaah @centralarthurof @aguiarthur tern lindoo #teamarthuragui,'neutro',,,,,,,
rt @everlastingrbr @centralarthurof @aguiarthur sab tud olh pra fal #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur vai arrass arthur,'neutro',,,,,,,
@centralarthurof @aguiarthur quant vez cê fal pra mim #teamarthuragui,'neutro',,,,,,,
rt @rbr10 @centralarthurof @aguiarthur desej sonh vao morr acredit acredit #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur alg mim #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur pront centr consegu cemmm #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur pouc paz #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur deix vent lev #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur brinc comigo🎶 #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur vi muit cois mud #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur vou am verdad sincer #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur lindim #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur oraç sei ped #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur cien #teamarthuragui,'alegria',,,,,,,
rt @aguiarthur @bieberhouse_ gent pod faz bol né?,'neutro',,,,,,,
@centralarthurof @aguiarthur vi temp pass #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur tud vid foc,'neutro',,,,,,,
@centralarthurof @aguiarthur sab tud olh pra fal #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur agor brinc comig #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur novent y nuev #teamarthuragui,'neutro',,,,,,,
rt @yass_flow @centralarthurof @aguiarthur chuv vent lev sol vent traz diz porqu tant bemmequ malme…,'neutro',,,,,,,
rt @aguiarthur @support_babi cont quant vez coraçã par hoje? par cont vig,'raiva',,,,,,,
"@centralarthurof @aguiarthur respirar, pra deix fl cresc #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur aa #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur and aí #teamarthuragui,'neutro',,,,,,,
"rt @aguiarthur @kwlland doi segund atrás, par agor mil próx doi segundos, par nov rsrsrsr",'neutro',,,,,,,
@centralarthurof @aguiarthur novent y och #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur demais,mdss, patrã #teamarthuragui",'neutro',,,,,,,
rt @qgrebeldebr @aguiarthur aí adm bor ajud tag ? #teamarthuragui,'neutro',,,,,,,
rt @aguiarthur @qgrebeldebr relógi ped pra sair,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui amooo,'alegria',,,,,,,
rt @rbr10 @centralarthurof @aguiarthur desej sonh vao morr acredit acredit #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur qu mago outr coraçã #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur novent y siet #teamarthuragui,'neutro',,,,,,,
rt @wxykaah @centralarthurof @aguiarthur tern lindoo #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur val rebelde? kkkkk #teamarthuragui,'neutro',,,,,,,
rt @aguiarthur @juninhop716 to dorm rsrsrsrsr,'neutro',,,,,,,
rt @meurisorbr @centralarthurof @aguiarthur nasc intenç #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur novent y seil #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur deix instant pouc #teamarthuragui,'neutro',,,,,,,
rt @aguiarthur @thaybelikov ach mei né? vai entr tod mund junt bom!,'neutro',,,,,,,
@centralarthurof @aguiarthur quer aqu nov #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur novent y cinc #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
"rt @thaybelikov @aguiarthur tô fri barriga, parec q q vou entr program kkkkkkkkkk",'neutro',,,,,,,
@centralarthurof @aguiarthur vez #teamarthuragui,'neutro',,,,,,,
rt @meurisorbr @centralarthurof @aguiarthur brinc comig #teamarthuragui,'neutro',,,,,,,
@weakpointrbr @aguiarthur bor bor bor #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur jur ent preocup #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur nasc pra brilh nunc fic escur,'neutro',,,,,,,
@centralarthurof @aguiarthur novent y cuatr #teamarthuragui,'neutro',,,,,,,
rt @lucasdotutu @centralarthurof @aguiarthur #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur chuv vent lev sol vent traz diz porqu tant bemmequ ou…,'neutro',,,,,,,
@aguiarthur tam junt 🤜🏿🤛🏼 #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur amooo,'alegria',,,,,,,
@centralarthurof @aguiarthur fot lindaaa #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur gost cheir ant abraç #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur descuidar, deix sol bat #teamarthuragui",'neutro',,,,,,,
"rt @thaybelikov @centralarthurof @aguiarthur fl nasc intenção, mei cao tempoo #teamarthuragui",'raiva',,,,,,,
@centralarthurof @aguiarthur novent y tre #teamarthuragui,'neutro',,,,,,,
rt @thaybelikov @centralarthurof @aguiarthur am dou coraçã tô deix mão promet vai cuid #teamart…,'neutro',,,,,,,
"@wxykaah @aguiarthur tá gato, né? #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur novent y #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur suspir rend #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur desfaz aind fez #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui coraj ✨,'alegria',,,,,,,
@centralarthurof @aguiarthur bor sub log tag plmdss #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur novent y uno #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur olha, nad pod par corp vej caminh quer segu até…",'neutro',,,,,,,
rt @aguiarthur adm chegou! descans porqu agor vam par final! ✨ tá ansi ai? #teamarthuragui #bbb22,'neutro',,,,,,,
@centralarthurof @aguiarthur novent #teamarthuragui,'alegria',,,,,,,
rt @thaybelikov @centralarthurof @aguiarthur amo ser #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur carism falt,'neutro',,,,,,,
@centralarthurof @aguiarthur sent gost menos beij #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur beij chã #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur ochent y nuev #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur bor sub logoo tag #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur mei cao temp #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur ochent y och #teamarthuragui,'neutro',,,,,,,
@aguiarthur aí adm bor ajud tag ? #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur graç #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur tern lindoo #teamarthuragui,'alegria',,,,,,,
"@aguiarthur aqu pra ler isso, amo, viu? #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur desej sonh vao morr acredit acredit #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur fl mal nasc morr #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur nasc intenç #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur bor comentaaarr bor sub #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur ochent y siet #teamarthuragui,'neutro',,,,,,,
rt @juuulioc @centralarthurof @aguiarthur lembr tá repris malh #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur ta exig hj, ein central? #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur sei pod dar nad #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur fl mal nasc morr beij chã suspir rend #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur ochent y seil #teamarthuragui,'neutro',,,,,,,
rt @potatodealer14 @centralarthurof @aguiarthur #teamarthuragui fof ness tern 🥺,'alegria',,,,,,,
@centralarthurof @aguiarthur fl #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur bor pov,'raiva',,,,,,,
@centralarthurof @aguiarthur cois lind #teamarthuragui,'alegria',,,,,,,
"rt @yass_flow @centralarthurof @aguiarthur pirr dia graç sab bem, fal qu também, m…",'neutro',,,,,,,
@centralarthurof @aguiarthur ochent y cinc #teamarthuragui,'neutro',,,,,,,
@aguiarthur vamoss adm #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui lind demal,'alegria',,,,,,,
@centralarthurof @aguiarthur respir pra deix fl cresc !!! #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur dig plant deu #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur ochent y cuatr #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur bbb #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur roub fot adm #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur ochent y tre #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur am dou coraçã tô deix mão promet vai cuid #teamarthuragui,'medo',,,,,,,
@centralarthurof @aguiarthur ochent y #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur sei sei vou viv dia cad vez #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur amoooooooo,'alegria',,,,,,,
@centralarthurof @aguiarthur ochent y uno #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur pirr dia graç sab bem, fal qu ta…",'neutro',,,,,,,
@centralarthurof @aguiarthur começ novelaaaa #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur morr am ti #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur ochent #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur mal qu #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur am dou coraçã tô deix mão promet vai cuidar…,'medo',,,,,,,
@centralarthurof @aguiarthur persist,'alegria',,,,,,,
@centralarthurof @aguiarthur coraçã #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur setent y nuev #teamarthuragui,'neutro',,,,,,,
rt @potatodealer14 @centralarthurof @aguiarthur #teamarthuragui fof ness tern 🥺,'alegria',,,,,,,
