User,Tweet,Date,Source,Profile Photo,Translate,Emoji,Sentiment1,Sentiment2
wishmurilo_h,"@centralarthurof @Aguiarthur Uma chuva de erros e decepções https://t.co/22J3NVMTat 

#TeamArthurAguiar",Tue Jan 18 00:34:04 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483247976428544007/CV9w3me6_normal.jpg,"@centralarthurof @Aguiarthur Uma chuva de erros e decepções https://t.co/22J3NVMTat 

#TeamArthurAguiar",set(),0.0,0.0
DrikBrandao,RT @ArthurAUruguai: @Aguiarthur Oi lindos cadê vocês #TeamArthurAguiar,Tue Jan 18 00:33:59 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1004862729314856960/XKCJHTCO_normal.jpg,RT @ArthurAUruguai: @Aguiarthur Oi lindos cadê vocês #TeamArthurAguiar,set(),0.0,0.0
leoziroldook,@centralarthurof @Aguiarthur #TeamArthurAguiar,Tue Jan 18 00:33:58 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482324850781958146/_p3owERV_normal.jpg,@centralarthurof @Aguiarthur #TeamArthurAguiar,set(),0.0,0.0
s_thailyane,@centralarthurof @Aguiarthur Só promete que vc vai cuidas do amor  #TEAMARTHURAGUIAR,Tue Jan 18 00:33:55 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1480349701341917185/KxsJAiSY_normal.jpg,@centralarthurof @Aguiarthur Só promete que vc vai cuidas do amor  #TEAMARTHURAGUIAR,set(),0.0,0.0
williamnoguchi,"@centralarthurof @Aguiarthur Para de pirraça, ah, ah, ah
Me dia qual é a graça, ah, ah, ah
Você sabe bem
Fala que m… https://t.co/DQoOrSo8Ul",Tue Jan 18 00:33:53 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482803733042024453/thrRSp4z_normal.jpg,"@centralarthurof @Aguiarthur Para de pirraça, ah, ah, ah
Me dia qual é a graça, ah, ah, ah
Você sabe bem
Fala que m… https://t.co/DQoOrSo8Ul",set(),0.0,0.0
DrikBrandao,RT @QGRebeldeBR: @centralarthurof @WeakpointRbr @Aguiarthur Somos duas viu #TeamArthurAguiar,Tue Jan 18 00:33:52 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1004862729314856960/XKCJHTCO_normal.jpg,RT @QGRebeldeBR: @centralarthurof @WeakpointRbr @Aguiarthur Somos duas viu #TeamArthurAguiar,set(),0.0,0.0
SomosRebe1,"RT @SomosRebe1: Ansiedade a mil!!! ✨💛 #TEAMARTHURAGUIAR ✨✨✨
@Aguiarthur @centralarthurof",Tue Jan 18 00:33:48 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482898608307515392/XEFyt9pi_normal.jpg,"✨💛 #TEAMARTHURAGUIAR ✨✨✨
@Aguiarthur @centralarthurof","{'✨', '💛'}",0.0,0.3
Juninhop716,RT @QGRebeldeBR: @centralarthurof @WeakpointRbr @Aguiarthur Somos duas viu #TeamArthurAguiar,Tue Jan 18 00:33:48 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482558900427796482/SNCLcoN7_normal.jpg,RT @QGRebeldeBR: @centralarthurof @WeakpointRbr @Aguiarthur Somos duas viu #TeamArthurAguiar,set(),0.0,0.0
DrikBrandao,RT @centralarthurof: @WeakpointRbr @Aguiarthur A adm daqui a pouco vai ter dor de barriga de tanto nervoso #TeamArthurAguiar,Tue Jan 18 00:33:47 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1004862729314856960/XKCJHTCO_normal.jpg,RT @centralarthurof: @WeakpointRbr @Aguiarthur A adm daqui a pouco vai ter dor de barriga de tanto nervoso #TeamArthurAguiar,set(),0.0,0.0
Bya11060843,"@centralarthurof @Aguiarthur #TEAMARTHURAGUIAR 
@Aguiarthur  @centralarthurof @Aguiarthur",Tue Jan 18 00:33:46 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1434270097871458304/chBUjPvu_normal.jpg,"@centralarthurof @Aguiarthur #TEAMARTHURAGUIAR 
@Aguiarthur  @centralarthurof @Aguiarthur",set(),0.0,0.0
Juninhop716,RT @centralarthurof: @WeakpointRbr @Aguiarthur A adm daqui a pouco vai ter dor de barriga de tanto nervoso #TeamArthurAguiar,Tue Jan 18 00:33:45 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482558900427796482/SNCLcoN7_normal.jpg,RT @centralarthurof: @WeakpointRbr @Aguiarthur A adm daqui a pouco vai ter dor de barriga de tanto nervoso #TeamArthurAguiar,set(),0.0,0.0
wishmurilo_h,"@centralarthurof @Aguiarthur Eu fiz muitas promessas que eu não cumpri https://t.co/22J3NVMTat 

#TeamArthurAguiar",Tue Jan 18 00:33:44 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483247976428544007/CV9w3me6_normal.jpg,"@centralarthurof @Aguiarthur Eu fiz muitas promessas que eu não cumpri https://t.co/22J3NVMTat 

#TeamArthurAguiar",set(),0.0,0.0
SomosRebe1,"Ansiedade a mil!!! ✨💛 #TEAMARTHURAGUIAR ✨✨✨
@Aguiarthur @centralarthurof",Tue Jan 18 00:33:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482898608307515392/XEFyt9pi_normal.jpg,"✨💛 #TEAMARTHURAGUIAR ✨✨✨
@Aguiarthur @centralarthurof","{'✨', '💛'}",0.0,0.3
matozzo_p,@centralarthurof @Aguiarthur #TeamArthurAguiar,Tue Jan 18 00:33:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1478074553398181893/a2LYZj7I_normal.jpg,@centralarthurof @Aguiarthur #TeamArthurAguiar,set(),0.0,0.0
DaviCirilo,@centralarthurof @Aguiarthur #TeamArthurAguiar,Tue Jan 18 00:33:35 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482152432717160450/bQAyZZcx_normal.jpg,@centralarthurof @Aguiarthur #TeamArthurAguiar,set(),0.0,0.0
DOMJUANfenix,@centralarthurof @Aguiarthur Hoje e pura emoção #TeamArthurAguiar,Tue Jan 18 00:33:35 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1335128625914507264/YDPYyGsI_normal.jpg,@centralarthurof @Aguiarthur Hoje e pura emoção #TeamArthurAguiar,set(),0.0,0.0
wxykaah,"@centralarthurof @Aguiarthur Me diz como nasce uma vez e vem assim?zero defeitos
#TeamArthurAguiar",Tue Jan 18 00:33:34 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482360125398605834/h4TDJmt2_normal.jpg,"@centralarthurof @Aguiarthur Me diz como nasce uma vez e vem assim?zero defeitos
#TeamArthurAguiar",set(),0.0,0.0
lolohrbr_love,"@centralarthurof @Aguiarthur Tão lindo

#TeamArthurAguiar",Tue Jan 18 00:33:26 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1471881019607420936/kVjyMiZQ_normal.jpg,"@centralarthurof @Aguiarthur Tão lindo

#TeamArthurAguiar",set(),0.0,0.0
thaybelikov,"@centralarthurof @Aguiarthur Amooooo

#TeamArthurAguiar",Tue Jan 18 00:33:24 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482163102271610885/MNbGSop8_normal.jpg,"@centralarthurof @Aguiarthur Amooooo

#TeamArthurAguiar",set(),0.0,0.0
SorayaSarcastic,"@comentaagabii_ @Aguiarthur Oh amiga se vai conseguir,pode ter certeza ❤️",Tue Jan 18 00:33:21 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483127156456763392/w7zUy54v_normal.jpg,"@comentaagabii_ @Aguiarthur Oh amiga se vai conseguir,pode ter certeza ❤️",{'❤️'},0.0,0.5
RenataN72752656,@centralarthurof @Aguiarthur #TeamArthurAguiar,Tue Jan 18 00:33:15 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1479219237507977218/8l1ZW_LD_normal.jpg,@centralarthurof @Aguiarthur #TeamArthurAguiar,set(),0.0,0.0
ArthurAUruguai,@sweet_aguiar_ @centralarthurof @Aguiarthur Estamos com tudoooo #TeamArthurAguiar,Tue Jan 18 00:33:14 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482146800740020228/ZNnFJkJA_normal.jpg,@sweet_aguiar_ @centralarthurof @Aguiarthur Estamos com tudoooo #TeamArthurAguiar,set(),0.0,0.0
QGRebeldeBR,"RT @thaybelikov: @centralarthurof @Aguiarthur Amizade é lealdade
Amizade é bem-querer
Amizade é querer ver o outro feliz
Por apenas querer…",Tue Jan 18 00:33:11 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482418836326522881/rkTaUzoB_normal.jpg,"RT @thaybelikov: @centralarthurof @Aguiarthur Amizade é lealdade
Amizade é bem-querer
Amizade é querer ver o outro feliz
Por apenas querer…",set(),0.0,0.0
s_thailyane,@centralarthurof @Aguiarthur Se vc for pra fora eu vou te esperar #TEAMARTHURAGUIAR,Tue Jan 18 00:33:07 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1480349701341917185/KxsJAiSY_normal.jpg,@centralarthurof @Aguiarthur Se vc for pra fora eu vou te esperar #TEAMARTHURAGUIAR,set(),0.0,0.0
wxykaah,"@centralarthurof @Aguiarthur Você é o melhor pra mim minha luzinhaa
#TeamArthurAguiar",Tue Jan 18 00:33:07 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482360125398605834/h4TDJmt2_normal.jpg,"@centralarthurof @Aguiarthur Você é o melhor pra mim minha luzinhaa
#TeamArthurAguiar",set(),0.0,0.0
rbr10anos,@centralarthurof @Aguiarthur Te amo baby vem comigo pra ser feliz #TeamArthurAguiar,Tue Jan 18 00:33:04 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482469027654078471/Nm9WP_FZ_normal.jpg,@centralarthurof @Aguiarthur Te amo baby vem comigo pra ser feliz #TeamArthurAguiar,set(),0.0,0.0
Mafiaguiarthur,@centralarthurof @Aguiarthur Bora central #TeamArthurAguiar #BBB22,Tue Jan 18 00:33:03 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482189290864009217/VUhL38_h_normal.jpg,@centralarthurof @Aguiarthur Bora central #TeamArthurAguiar #BBB22,set(),0.0,0.0
laragay,"É sério que @jadepicon, @linndaquebrada e @Aguiarthur não vão entrar hoje na casa do #BBB22?? Me contem esse babado… https://t.co/TnHNO9GlRw",Tue Jan 18 00:32:58 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1421339299052720130/uoEBsDJA_normal.jpg,Me contem esse babado… https://t.co/TnHNO9GlRw,set(),0.0,0.0
sweet_aguiar_,"@ArthurAUruguai @centralarthurof @Aguiarthur Vamo que hoje começa 

#TeamArthurAguiar",Tue Jan 18 00:32:50 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483195872074735625/N1aLuN8c_normal.jpg,"@ArthurAUruguai @centralarthurof @Aguiarthur Vamo que hoje começa 

#TeamArthurAguiar",set(),0.0,0.0
ArthurAUruguai,@Aguiarthur Adoro essa positividade #TeamArthurAguiar,Tue Jan 18 00:32:49 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482146800740020228/ZNnFJkJA_normal.jpg,@Aguiarthur Adoro essa positividade #TeamArthurAguiar,set(),0.0,0.0
williamnoguchi,"@centralarthurof @Aguiarthur Volta logo meu amor
Sem esse teu beijo bom, eu não vivo
Se eu morrer de amor por ela
P… https://t.co/uGD3uer8fc",Tue Jan 18 00:32:47 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482803733042024453/thrRSp4z_normal.jpg,"@centralarthurof @Aguiarthur Volta logo meu amor
Sem esse teu beijo bom, eu não vivo
Se eu morrer de amor por ela
P… https://t.co/uGD3uer8fc",set(),0.0,0.0
thaybelikov,"@centralarthurof @Aguiarthur O importante é que seja de verdade
O resto deixa que o tempo diz sem dizer

#TeamArthurAguiar",Tue Jan 18 00:32:43 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482163102271610885/MNbGSop8_normal.jpg,"@centralarthurof @Aguiarthur O importante é que seja de verdade
O resto deixa que o tempo diz sem dizer

#TeamArthurAguiar",set(),0.0,0.0
flaverstappete,@centralarthurof @Aguiarthur #TeamArthurAguiar,Tue Jan 18 00:32:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482734890852491269/_vM4fzkQ_normal.jpg,@centralarthurof @Aguiarthur #TeamArthurAguiar,set(),0.0,0.0
gabscyruss,@centralarthurof @Aguiarthur tô pouco ansiosa #TeamArthurAguiar,Tue Jan 18 00:32:40 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1472502702756220931/d05EvGcZ_normal.jpg,@centralarthurof @Aguiarthur tô pouco ansiosa #TeamArthurAguiar,set(),0.0,0.0
centralarthurof,"RT @thaybelikov: @centralarthurof @Aguiarthur Amizade é lealdade
Amizade é bem-querer
Amizade é querer ver o outro feliz
Por apenas querer…",Tue Jan 18 00:32:40 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1393705764150185984/ribma30d_normal.jpg,"RT @thaybelikov: @centralarthurof @Aguiarthur Amizade é lealdade
Amizade é bem-querer
Amizade é querer ver o outro feliz
Por apenas querer…",set(),0.0,0.0
juuulioce,"@centralarthurof @Aguiarthur A
#TeamArthurAguiar",Tue Jan 18 00:32:39 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482516932024745987/lHX5rkL5_normal.jpg,"@centralarthurof @Aguiarthur A
#TeamArthurAguiar",set(),0.0,0.0
QGRebeldeBR,@centralarthurof @Aguiarthur #TeamArthurAguiar,Tue Jan 18 00:32:39 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482418836326522881/rkTaUzoB_normal.jpg,@centralarthurof @Aguiarthur #TeamArthurAguiar,set(),0.0,0.0
ArthurAUruguai,RT @Aguiarthur: O Adm chegou! Estávamos descansando porque agora só vamos parar na final! ✨ Quem tá ansioso ai? #teamarthuraguiar #BBB22,Tue Jan 18 00:32:34 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482146800740020228/ZNnFJkJA_normal.jpg,#teamarthuraguiar #BBB22,{'✨'},0.0,0.03124
SomosRebe1,RT @SomosRebe1: #TEAMARTHURAGUIAR ✨✨ @Aguiarthur https://t.co/TrSUqmYd9k,Tue Jan 18 00:32:32 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482898608307515392/XEFyt9pi_normal.jpg,RT @SomosRebe1: #TEAMARTHURAGUIAR ✨✨ @Aguiarthur https://t.co/TrSUqmYd9k,{'✨'},0.0,0.4
MeuRisoRBR,"@centralarthurof @Aguiarthur Se eu morrer de amor por ela, por favor alguém me enterra na covinha do sorriso dela... #TeamArthurAguiar",Tue Jan 18 00:32:32 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1457498117645930497/Lf58tmrH_normal.jpg,"@centralarthurof @Aguiarthur Se eu morrer de amor por ela, por favor alguém me enterra na covinha do sorriso dela... #TeamArthurAguiar",set(),0.0,0.0
ArthurAUruguai,RT @Aguiarthur: Troca do turno de adms! Bora subir a tag? #TeamArthurAguiar,Tue Jan 18 00:32:31 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482146800740020228/ZNnFJkJA_normal.jpg,#TeamArthurAguiar,set(),0.0,0.0
WeakpointRbr,@centralarthurof @Aguiarthur #TeamArthurAguiar,Tue Jan 18 00:32:30 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483195563545927686/huEbkKRW_normal.jpg,@centralarthurof @Aguiarthur #TeamArthurAguiar,set(),0.0,0.0
ArthurAUruguai,@Aguiarthur Oi lindos cadê vocês #TeamArthurAguiar,Tue Jan 18 00:32:30 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482146800740020228/ZNnFJkJA_normal.jpg,@Aguiarthur Oi lindos cadê vocês #TeamArthurAguiar,set(),0.0,0.0
Juninhop716,@centralarthurof @Aguiarthur #TeamArthurAguiar ✨,Tue Jan 18 00:32:21 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482558900427796482/SNCLcoN7_normal.jpg,@centralarthurof @Aguiarthur #TeamArthurAguiar ✨,{'✨'},0.0,0.4
wishmurilo_h,"@centralarthurof @Aguiarthur Pirralho é imaturo, adora implicar comigo https://t.co/22J3NVMTat 

#TeamArthurAguiar",Tue Jan 18 00:32:18 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483247976428544007/CV9w3me6_normal.jpg,"@centralarthurof @Aguiarthur Pirralho é imaturo, adora implicar comigo https://t.co/22J3NVMTat 

#TeamArthurAguiar",set(),0.0,0.0
gabscyruss,@centralarthurof @Aguiarthur boraaaa subir #TeamArthurAguiar,Tue Jan 18 00:32:09 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1472502702756220931/d05EvGcZ_normal.jpg,@centralarthurof @Aguiarthur boraaaa subir #TeamArthurAguiar,set(),0.0,0.0
papaicito,@centralarthurof @Aguiarthur #TeamArthurAguiar,Tue Jan 18 00:32:08 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482436986707353602/UBF5zWyq_normal.jpg,@centralarthurof @Aguiarthur #TeamArthurAguiar,set(),0.0,0.0
MeuRisoRBR,@centralarthurof @Aguiarthur Eu não vivo... #TeamArthurAguiar,Tue Jan 18 00:32:06 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1457498117645930497/Lf58tmrH_normal.jpg,@centralarthurof @Aguiarthur Eu não vivo... #TeamArthurAguiar,set(),0.0,0.0
williamnoguchi,"@centralarthurof @Aguiarthur A chuva é o vento que leva
O sol é o vento que traz
Me diz porque
Tanto bem-me-quer ou… https://t.co/kue9GrYHy4",Tue Jan 18 00:32:04 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482803733042024453/thrRSp4z_normal.jpg,"@centralarthurof @Aguiarthur A chuva é o vento que leva
O sol é o vento que traz
Me diz porque
Tanto bem-me-quer ou… https://t.co/kue9GrYHy4",set(),0.0,0.0
wishmurilo_h,"@centralarthurof @Aguiarthur Sei que me vê, apenas como um menino https://t.co/22J3NVMTat 

#TeamArthurAguiar",Tue Jan 18 00:32:04 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483247976428544007/CV9w3me6_normal.jpg,"@centralarthurof @Aguiarthur Sei que me vê, apenas como um menino https://t.co/22J3NVMTat 

#TeamArthurAguiar",set(),0.0,0.0
SomosRebe1,#TEAMARTHURAGUIAR ✨✨ @Aguiarthur https://t.co/TrSUqmYd9k,Tue Jan 18 00:32:03 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482898608307515392/XEFyt9pi_normal.jpg,#TEAMARTHURAGUIAR ✨✨ @Aguiarthur https://t.co/TrSUqmYd9k,{'✨'},0.0,0.4
thaybelikov,"@centralarthurof @Aguiarthur Amizade é lealdade
Amizade é bem-querer
Amizade é querer ver o outro feliz
Por apenas querer

#TeamArthurAguiar",Tue Jan 18 00:31:59 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482163102271610885/MNbGSop8_normal.jpg,"@centralarthurof @Aguiarthur Amizade é lealdade
Amizade é bem-querer
Amizade é querer ver o outro feliz
Por apenas querer

#TeamArthurAguiar",set(),0.0,0.0
QGRebeldeBR,@centralarthurof @WeakpointRbr @Aguiarthur Somos duas viu #TeamArthurAguiar,Tue Jan 18 00:31:57 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482418836326522881/rkTaUzoB_normal.jpg,@centralarthurof @WeakpointRbr @Aguiarthur Somos duas viu #TeamArthurAguiar,set(),0.0,0.0
ArthurAUruguai,@centralarthurof @Aguiarthur #TeamArthurAguiar,Tue Jan 18 00:31:55 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482146800740020228/ZNnFJkJA_normal.jpg,@centralarthurof @Aguiarthur #TeamArthurAguiar,set(),0.0,0.0
MeuRisoRBR,@centralarthurof @Aguiarthur Sem esse teu beijo bom... #TeamArthurAguiar,Tue Jan 18 00:31:54 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1457498117645930497/Lf58tmrH_normal.jpg,@centralarthurof @Aguiarthur Sem esse teu beijo bom... #TeamArthurAguiar,set(),0.0,0.0
WeakpointRbr,"@centralarthurof @Aguiarthur O reizinho

#TeamArthurAguiar",Tue Jan 18 00:31:51 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483195563545927686/huEbkKRW_normal.jpg,"@centralarthurof @Aguiarthur O reizinho

#TeamArthurAguiar",set(),0.0,0.0
wishmurilo_h,"@centralarthurof @Aguiarthur Faço de tudo pra te vê sorrir https://t.co/22J3NVMTat 

#TeamArthurAguiar",Tue Jan 18 00:31:51 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483247976428544007/CV9w3me6_normal.jpg,"@centralarthurof @Aguiarthur Faço de tudo pra te vê sorrir https://t.co/22J3NVMTat 

#TeamArthurAguiar",set(),0.0,0.0
world_rebell,"@centralarthurof @WeakpointRbr @Aguiarthur ...Parece que encontrei alguém pra namorar...
#TeamArthurAguiar",Tue Jan 18 00:31:49 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483237199126667264/MfqecYsH_normal.jpg,"@centralarthurof @WeakpointRbr @Aguiarthur ...Parece que encontrei alguém pra namorar...
#TeamArthurAguiar",set(),0.0,0.0
MeuRisoRBR,@centralarthurof @Aguiarthur Volta logo meu amor... #TeamArthurAguiar,Tue Jan 18 00:31:43 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1457498117645930497/Lf58tmrH_normal.jpg,@centralarthurof @Aguiarthur Volta logo meu amor... #TeamArthurAguiar,set(),0.0,0.0
m4rculos,@centralarthurof @Aguiarthur #TeamArthurAguiar amores me sigam!!! ✨✨✨✨✨,Tue Jan 18 00:31:36 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1463304553680494594/p115PnCK_normal.jpg,✨✨✨✨✨,{'✨'},0.0,0.4
gabscyruss,"@centralarthurof @Aguiarthur amizade é lealdade, amizade é bem querer, amizade é querer ver o outro feliz por apena… https://t.co/mXM1wcMXir",Tue Jan 18 00:31:34 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1472502702756220931/d05EvGcZ_normal.jpg,"@centralarthurof @Aguiarthur amizade é lealdade, amizade é bem querer, amizade é querer ver o outro feliz por apena… https://t.co/mXM1wcMXir",set(),0.0,0.0
WeakpointRbr,"@centralarthurof @Aguiarthur Ta chegando a hr

#TeamArthurAguiar",Tue Jan 18 00:31:34 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483195563545927686/huEbkKRW_normal.jpg,"@centralarthurof @Aguiarthur Ta chegando a hr

#TeamArthurAguiar",set(),0.0,0.0
lolohrbr_love,"@centralarthurof @Aguiarthur Que eu vou cuidar de você 

#TeamArthurAguiar",Tue Jan 18 00:31:33 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1471881019607420936/kVjyMiZQ_normal.jpg,"@centralarthurof @Aguiarthur Que eu vou cuidar de você 

#TeamArthurAguiar",set(),0.0,0.0
MadsManoel,RT @Aguiarthur: Troca do turno de adms! Bora subir a tag? #TeamArthurAguiar,Tue Jan 18 00:31:25 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1388218209493520384/SZsjXKxg_normal.jpg,#TeamArthurAguiar,set(),0.0,0.0
