Tweet,SentimentML,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias
@centralarthurof @aguiarthur @romerzin,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur tod noit vend séri tv #teamarthuragui,'neutro',[0.03],[0.01],[0.8],[0.0],[0.14],[0.01],[0.0]
@centralarthurof @aguiarthur tant bemmequ malmequ #teamarthuragui,'neutro',[0.09],[0.02],[0.65],[0.01],[0.21],[0.02],[0.0]
@aguiarthur vou am idiot amaa #teamarthuragui,'neutro',[0.17],[0.11],[0.55],[0.01],[0.14],[0.02],[0.0]
@centralarthurof @aguiarthur fest jant deix ir #teamarthuragui,'raiva',[0.01],[0.01],[0.28],[0.01],[0.67],[0.02],[0.0]
@centralarthurof @aguiarthur sei tá med ser ced #teamarthuragui,'neutro',[0.0],[0.02],[0.91],[0.01],[0.06],[0.01],[0.0]
@centralarthurof @aguiarthur quiet cant #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@centralarthurof @aguiarthur rolê,n qu envolver🎶 #teamarthuragui",'neutro',[0.04],[0.0],[0.77],[0.0],[0.19],[0.0],[0.0]
rt @aguiarthur troc turn adms! bor sub tag? #teamarthuragui,'neutro',[0.01],[0.0],[0.56],[0.0],[0.44],[0.0],[0.0]
@centralarthurof @aguiarthur tod almoç nunc #teamarthuragui,'alegria',[0.58],[0.03],[0.29],[0.03],[0.04],[0.04],[0.0]
@centralarthurof @aguiarthur diz porqu #teamarthuragui,'neutro',[0.06],[0.02],[0.88],[0.0],[0.03],[0.01],[0.0]
rt @thaybelikov @centralarthurof @aguiarthur amo ser #teamarthuragui,'neutro',[0.01],[0.0],[0.9],[0.0],[0.09],[0.0],[0.0]
"rt @yass_flow @centralarthurof @aguiarthur pirr dia graç sab bem, fal qu também, m…",'neutro',[0.0],[0.0],[1.0],[0.0],[0.0],[0.0],[0.0]
rt @meurisorbr @centralarthurof @aguiarthur nasc intenç #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
rt @wxykaah @centralarthurof @aguiarthur tern lindoo #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
"@centralarthurof @aguiarthur perd tim reg am azar meu, azar #teamarthuragui",'neutro',[0.13],[0.03],[0.82],[0.01],[0.01],[0.01],[0.0]
rt @rbr10 @centralarthurof @aguiarthur desej sonh vao morr acredit acredit #teamarthuragui,'neutro',[0.08],[0.0],[0.85],[0.0],[0.07],[0.0],[0.0]
@centralarthurof @aguiarthur sol vent trá #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @yass_flow @centralarthurof @aguiarthur chuv vent lev sol vent traz diz porqu tant bemmequ malme…,'neutro',[0.0],[0.0],[0.99],[0.0],[0.0],[0.0],[0.0]
rt @everlastingrbr @centralarthurof @aguiarthur sab tud olh pra fal #teamarthuragui,'neutro',[0.0],[0.0],[0.7],[0.0],[0.3],[0.0],[0.0]
@centralarthurof @weakpointrbr @aguiarthur volt aqu plil #teamarthuragui,'neutro',[0.03],[0.01],[0.78],[0.01],[0.16],[0.01],[0.0]
"rt @thaybelikov @centralarthurof @aguiarthur quero, sempr anj pra mim amo, vem comig pra feliz sei, etername…",'neutro',[0.0],[0.0],[0.96],[0.0],[0.04],[0.0],[0.0]
"rt @wxykaah @centralarthurof @aguiarthur topet charme,mdss #teamarthuragui",'neutro',[0.23],[0.0],[0.47],[0.0],[0.31],[0.0],[0.0]
rt @thaybelikov @centralarthurof @aguiarthur amo ris anj olh fech fur bochech bat vontad d…,'neutro',[0.0],[0.0],[0.97],[0.0],[0.02],[0.0],[0.0]
@centralarthurof @aguiarthur chuv vent lev #teamarthuragui,'neutro',[0.03],[0.02],[0.89],[0.01],[0.03],[0.03],[0.0]
rt @thaybelikov @centralarthurof @aguiarthur amizad lealdad amizad bemquer amizad quer ver outr feliz apen querer…,'neutro',[0.0],[0.0],[0.89],[0.0],[0.1],[0.0],[0.0]
@centralarthurof @weakpointrbr @aguiarthur genteee cad #teamarthuragui,'neutro',[0.22],[0.01],[0.57],[0.01],[0.18],[0.01],[0.0]
"rt @gabscyrus @centralarthurof @aguiarthur pi tud linda, vei decidida, jog pra ganh #teamarthuragui",'neutro',[0.01],[0.0],[0.73],[0.0],[0.26],[0.0],[0.0]
@centralarthurof @aguiarthur relacion sobr cultiv tav ocup demal pra lembr #teamarthuragui,'neutro',[0.05],[0.01],[0.61],[0.0],[0.33],[0.0],[0.0]
rt @amorluarph @centralarthurof @aguiarthur min #teamarthuragui,'neutro',[0.21],[0.0],[0.58],[0.0],[0.21],[0.0],[0.0]
@centralarthurof @weakpointrbr @aguiarthur plmdss #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@centralarthurof @aguiarthur morrer, ressec perd cor #teamarthuragui",'neutro',[0.16],[0.0],[0.77],[0.0],[0.07],[0.0],[0.0]
am @aguiarthur @centralarthurof #teamarthuragui,'neutro',[0.17],[0.11],[0.55],[0.01],[0.14],[0.02],[0.0]
@centralarthurof @weakpointrbr @aguiarthur volt aqu #teamarthuragui,'neutro',[0.03],[0.01],[0.78],[0.01],[0.16],[0.01],[0.0]
rt @rbr10 @centralarthurof @aguiarthur amo baby vem comig pra ser feliz #teamarthuragui,'neutro',[0.0],[0.0],[0.92],[0.0],[0.07],[0.0],[0.0]
@centralarthurof @weakpointrbr @aguiarthur bor fech quinhent aqu #teamarthuragui,'neutro',[0.18],[0.01],[0.57],[0.0],[0.23],[0.01],[0.0]
@centralarthurof @aguiarthur aparec tav tão ausent cê aprend cuid so #teamarthuragui,'neutro',[0.11],[0.01],[0.81],[0.01],[0.04],[0.01],[0.0]
@centralarthurof @aguiarthur muit chuv morr #teamarthuragui,'neutro',[0.01],[0.01],[0.96],[0.0],[0.0],[0.01],[0.0]
@aguiarthur vamoooo #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @weakpointrbr @aguiarthur bor bat 500 aqu #teamarthuragui,'neutro',[0.07],[0.02],[0.81],[0.01],[0.07],[0.02],[0.0]
@centralarthurof @aguiarthur deix perd acas #teamarthuragui,'neutro',[0.03],[0.01],[0.9],[0.01],[0.03],[0.02],[0.0]
@centralarthurof @aguiarthur acord dav bom dia café manhã nunc aparec #teamarthuragui,'neutro',[0.19],[0.08],[0.53],[0.05],[0.0],[0.13],[0.01]
rt @centralarthurof @weakpointrbr @aguiarthur bor bor bor #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
@centralarthurof @aguiarthur sol w vent trá #teamarthuragui,'neutro',[0.01],[0.0],[0.96],[0.0],[0.01],[0.0],[0.0]
"segund @soniaabra , @aguiarthur @jadepicon @linndaquebr particip test posi para…",'neutro',[0.07],[0.0],[0.9],[0.0],[0.03],[0.0],[0.0]
@centralarthurof @aguiarthur deix temp cur #teamarthuragui,'neutro',[0.03],[0.01],[0.9],[0.01],[0.03],[0.02],[0.0]
@centralarthurof @aguiarthur mai pres deu mim deu #teamarthuragui,'alegria',[0.75],[0.0],[0.21],[0.0],[0.04],[0.0],[0.0]
@centralarthurof @aguiarthur nunc deix acredit,'neutro',[0.15],[0.02],[0.71],[0.01],[0.08],[0.03],[0.0]
@centralarthurof @aguiarthur deix vent lev #teamarthuragui,'neutro',[0.03],[0.01],[0.84],[0.01],[0.09],[0.02],[0.0]
"@centralarthurof @aguiarthur gent ama, gent perd ach cama, gent ama, gent qu mas…",'neutro',[0.0],[0.0],[1.0],[0.0],[0.0],[0.0],[0.0]
@centralarthurof @aguiarthur vam pont ?? #teamarthuragui,'neutro',[0.0],[0.0],[0.73],[0.0],[0.26],[0.0],[0.0]
@centralarthurof @aguiarthur vou cuid #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur tô prov frut amarg açõ #teamarthuragui,'neutro',[0.37],[0.07],[0.43],[0.02],[0.07],[0.04],[0.0]
@centralarthurof @aguiarthur chuv vent lev #teamarthuragui,'neutro',[0.03],[0.02],[0.89],[0.01],[0.03],[0.03],[0.0]
@centralarthurof @aguiarthur vam mostr forç,'neutro',[0.44],[0.05],[0.47],[0.01],[0.01],[0.02],[0.0]
@centralarthurof @aguiarthur respir pra deix fl cresc #teamarthuragui,'neutro',[0.0],[0.0],[0.93],[0.0],[0.04],[0.01],[0.0]
@centralarthurof @aguiarthur pod vir comig #teamarthuragui,'raiva',[0.09],[0.02],[0.4],[0.01],[0.45],[0.02],[0.0]
@centralarthurof @aguiarthur vou ser melhor amig #teamarthuragui,'neutro',[0.0],[0.0],[0.96],[0.0],[0.03],[0.0],[0.0]
@centralarthurof @aguiarthur tá coraçã vocês? bat cad segund comerc novel #teamarthuragui,'neutro',[0.0],[0.04],[0.74],[0.05],[0.0],[0.16],[0.01]
"@centralarthurof @aguiarthur descuidar, deix sol bat #teamarthuragui",'neutro',[0.02],[0.0],[0.95],[0.0],[0.03],[0.0],[0.0]
@centralarthurof @aguiarthur par,'neutro',[0.38],[0.01],[0.55],[0.0],[0.05],[0.01],[0.0]
rt @thaybelikov @centralarthurof @aguiarthur tão lind estrel céu brilh irrad sol sei dev t…,'raiva',[0.07],[0.0],[0.44],[0.0],[0.49],[0.0],[0.0]
@centralarthurof @aguiarthur acim tud respe #teamarthuragui,'neutro',[0.11],[0.02],[0.63],[0.01],[0.23],[0.01],[0.0]
"rt @gabscyrus @centralarthurof @aguiarthur min fechamento, nunc vacilou, tip mulh cheg pra somar, parece…",'neutro',[0.0],[0.0],[0.99],[0.0],[0.01],[0.0],[0.0]
"rt @thaybelikov @centralarthurof @aguiarthur quero, sempr anj pra mim amo, vem comig pra feliz sei, etername…",'neutro',[0.0],[0.0],[0.96],[0.0],[0.04],[0.0],[0.0]
@centralarthurof @aguiarthur nunc viv alg fort assim #teamarthuragui,'neutro',[0.0],[0.08],[0.68],[0.09],[0.02],[0.12],[0.01]
rt @cheirodoarth hoj galera!! #teamarthuragui ✨ @aguiarthur @centralarthurof,'neutro',[0.01],[0.0],[0.69],[0.0],[0.3],[0.0],[0.0]
@centralarthurof @aguiarthur ce cort mal raiz #teamarthuragui,'neutro',[0.22],[0.01],[0.65],[0.01],[0.1],[0.01],[0.0]
"rt @thaybelikov @centralarthurof @aguiarthur fl nasc intenção, mei cao tempoo #teamarthuragui",'raiva',[0.07],[0.0],[0.41],[0.0],[0.52],[0.0],[0.0]
@centralarthurof @aguiarthur sincer #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur mei cao temp #teamarthuragui,'neutro',[0.08],[0.05],[0.67],[0.03],[0.13],[0.05],[0.0]
@centralarthurof @aguiarthur tá ansi pra entr bebê cas ? #teamarthuragui,'neutro',[0.0],[0.0],[0.96],[0.0],[0.04],[0.0],[0.0]
rt @thaybelikov @centralarthurof @aguiarthur amizad lealdad amizad bemquer amizad quer ver outr feliz apen querer…,'neutro',[0.0],[0.0],[0.89],[0.0],[0.1],[0.0],[0.0]
"@aguiarthur bor agit adm, levant tag #teamarthuragui",'neutro',[0.39],[0.0],[0.42],[0.0],[0.19],[0.0],[0.0]
@centralarthurof @aguiarthur vou am verdad #teamarthuragui,'neutro',[0.17],[0.11],[0.55],[0.01],[0.14],[0.02],[0.0]
@centralarthurof @aguiarthur amoooo,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur ach adm arthur jant será? hah #teamarthuragui #bbb22,'neutro',[0.01],[0.0],[0.7],[0.0],[0.28],[0.01],[0.0]
rt @amorluarph @centralarthurof @aguiarthur min #teamarthuragui,'neutro',[0.21],[0.0],[0.58],[0.0],[0.21],[0.0],[0.0]
"@centralarthurof @aguiarthur abr braç pra pod sonhar, fech olh pra pod cant #teamarthuragui",'neutro',[0.0],[0.0],[0.9],[0.0],[0.1],[0.0],[0.0]
@centralarthurof @aguiarthur chuv err decepco #teamarthuragui,'neutro',[0.09],[0.01],[0.84],[0.01],[0.04],[0.02],[0.0]
@centralarthurof @aguiarthur hoj coraçã sai boc vend entr cas #teamarthuragui,'neutro',[0.21],[0.07],[0.65],[0.02],[0.01],[0.03],[0.0]
rt @wxykaah @centralarthurof @aguiarthur tern lindoo #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
rt @rbr10 @centralarthurof @aguiarthur desej sonh vao morr acredit acredit #teamarthuragui,'neutro',[0.08],[0.0],[0.85],[0.0],[0.07],[0.0],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @yass_flow @centralarthurof @aguiarthur chuv vent lev sol vent traz diz porqu tant bemmequ malme…,'neutro',[0.0],[0.0],[0.99],[0.0],[0.0],[0.0],[0.0]
"@centralarthurof @aguiarthur convoc pra levant bagaç aqui, ent vamb #teamarthuragui",'neutro',[0.22],[0.0],[0.74],[0.0],[0.03],[0.0],[0.0]
rt @everlastingrbr @centralarthurof @aguiarthur sab tud olh pra fal #teamarthuragui,'neutro',[0.0],[0.0],[0.7],[0.0],[0.3],[0.0],[0.0]
@centralarthurof @aguiarthur nasc intenç #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@aguiarthur deix ser ""seguindo"" 400 adm #teamarthuragui",'neutro',[0.02],[0.0],[0.92],[0.0],[0.05],[0.0],[0.0]
"rt @thaybelikov @centralarthurof @aguiarthur quero, sempr anj pra mim amo, vem comig pra feliz sei, etername…",'neutro',[0.0],[0.0],[0.96],[0.0],[0.04],[0.0],[0.0]
@laragay @jadepicon @linndaquebr @aguiarthur parec particip test posi test covid,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur deix temp lev #teamarthuragui,'neutro',[0.01],[0.02],[0.91],[0.01],[0.02],[0.04],[0.0]
"rt @wxykaah @centralarthurof @aguiarthur topet charme,mdss #teamarthuragui",'neutro',[0.23],[0.0],[0.47],[0.0],[0.31],[0.0],[0.0]
@centralarthurof @aguiarthur cad pont aí ? #teamarthuragui,'neutro',[0.0],[0.0],[0.84],[0.0],[0.14],[0.01],[0.0]
@centralarthurof @aguiarthur fl #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@centralarthurof @aguiarthur vai fé, escut coraçã vai fé, not cançã #teamarthuragui",'neutro',[0.02],[0.0],[0.8],[0.0],[0.18],[0.0],[0.0]
@centralarthurof @aguiarthur min #teamarthuragui,'neutro',[0.34],[0.0],[0.52],[0.0],[0.13],[0.0],[0.0]
@centralarthurof @aguiarthur fiz muit promess cumpr #teamarthuragui,'neutro',[0.41],[0.02],[0.47],[0.01],[0.07],[0.02],[0.0]
@centralarthurof @aguiarthur tud ped deu #teamarthuragui,'neutro',[0.01],[0.04],[0.8],[0.01],[0.12],[0.02],[0.0]
rt @thaybelikov @centralarthurof @aguiarthur amo ris anj olh fech fur bochech bat vontad d…,'neutro',[0.0],[0.0],[0.97],[0.0],[0.02],[0.0],[0.0]
"@centralarthurof @aguiarthur vai fé, escut coração! vai fé forç cançã ! #teamarthuragui",'neutro',[0.0],[0.0],[0.93],[0.0],[0.07],[0.0],[0.0]
@centralarthurof @aguiarthur #teamarthuragui ✨✨,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur tud quer ter #teamarthuragui,'neutro',[0.0],[0.01],[0.82],[0.02],[0.13],[0.01],[0.0]
"@centralarthurof @aguiarthur azar meu, azar #teamarthuragui",'neutro',[0.39],[0.0],[0.42],[0.0],[0.19],[0.0],[0.0]
@centralarthurof @aguiarthur equip #teamarthuragui,'alegria',[0.53],[0.02],[0.33],[0.01],[0.1],[0.01],[0.0]
rt @domjuanfenix @centralarthurof @aguiarthur @aguiarthur @centralarthurof #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
rt @wxykaah @centralarthurof @aguiarthur quer follow centr #teamarthuragui,'neutro',[0.04],[0.0],[0.88],[0.0],[0.08],[0.0],[0.0]
rt @centralarthurof @weakpointrbr @aguiarthur adm daqu pouc vai ter dor barrig tant nerv #teamarthuragui,'neutro',[0.0],[0.0],[0.95],[0.0],[0.05],[0.0],[0.0]
"rt @gabscyrus @centralarthurof @aguiarthur pi tud linda, vei decidida, jog pra ganh #teamarthuragui",'neutro',[0.01],[0.0],[0.73],[0.0],[0.26],[0.0],[0.0]
forç fé #teamarthuragui @aguiarthur,'alegria',[0.59],[0.02],[0.36],[0.0],[0.02],[0.01],[0.0]
rt @amorluarph @centralarthurof @aguiarthur min #teamarthuragui,'neutro',[0.21],[0.0],[0.58],[0.0],[0.21],[0.0],[0.0]
rt @qgrebeldebr @centralarthurof @aguiarthur #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
@centralarthurof @aguiarthur noit #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @arthuraurugu @arthuramin @centralarthurof @aguiarthur pra fal beste #teamarthuragui,'neutro',[0.01],[0.0],[0.56],[0.0],[0.42],[0.0],[0.0]
@centralarthurof @aguiarthur seguranç #teamarthuragui,'alegria',[0.77],[0.0],[0.19],[0.0],[0.02],[0.0],[0.0]
rt @qgrebeldebr @centralarthurof @weakpointrbr @aguiarthur dua viu #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
"@centralarthurof @aguiarthur aaaaf,qu centr perfeit gent #teamarthuragui",'neutro',[0.01],[0.0],[0.97],[0.0],[0.01],[0.0],[0.0]
rt @eutuittomi @centralarthurof @aguiarthur #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
@centralarthurof @aguiarthur perd tim reg am #teamarthuragui,'neutro',[0.14],[0.22],[0.53],[0.04],[0.0],[0.05],[0.01]
@centralarthurof @aguiarthur pessoal,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur fl #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @sweet_aguiar_ @arthuraurugu @centralarthurof @aguiarthur vam hoj começ #teamarthuragui,'neutro',[0.31],[0.0],[0.63],[0.0],[0.06],[0.0],[0.0]
@centralarthurof @aguiarthur vam q vam,'neutro',[0.09],[0.0],[0.59],[0.0],[0.31],[0.0],[0.0]
rt @arthuraurugu @centralarthurof @aguiarthur #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
rt @coment_brun @centralarthurof @aguiarthur #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
@centralarthurof @aguiarthur trop #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @weakpointrbr @centralarthurof @aguiarthur #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
rt @thaybelikov @centralarthurof @aguiarthur amoooo #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
rt @centralarthurof vam #teamarthuraguiar? met 100 respost aqu valendo! @aguiarthur,'neutro',[0.0],[0.0],[0.92],[0.0],[0.08],[0.0],[0.0]
@centralarthurof @aguiarthur aaaa ameii #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur ocup demal lembr #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@centralarthurof @aguiarthur vam pont luz falt pouc , vam bat met !!! #teamarthuragui",'neutro',[0.0],[0.0],[0.87],[0.0],[0.12],[0.0],[0.0]
@joalinsgf @aguiarthur amo víde soph ❤️🖤✨,'neutro',[0.0],[0.06],[0.53],[0.13],[0.0],[0.27],[0.01]
@centralarthurof @aguiarthur cad vez pert começ bbb tô pur ansiedad #teamarthuragui,'neutro',[0.21],[0.03],[0.62],[0.03],[0.07],[0.04],[0.0]
@centralarthurof @aguiarthur u #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur magníf #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @amorluarph @centralarthurof @aguiarthur min #teamarthuragui,'neutro',[0.21],[0.0],[0.58],[0.0],[0.21],[0.0],[0.0]
rt @aguiarthur troc turn adms! bor sub tag? #teamarthuragui,'neutro',[0.01],[0.0],[0.56],[0.0],[0.44],[0.0],[0.0]
rt @hinnysgf @centralarthurof @aguiarthur oiee cf #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
@centralarthurof @aguiarthur gent tat banh #teamarthuragui,'neutro',[0.18],[0.02],[0.49],[0.01],[0.28],[0.01],[0.0]
@centralarthurof @aguiarthur cheg grand dia,'alegria',[0.61],[0.01],[0.37],[0.0],[0.0],[0.0],[0.0]
@centralarthurof @aguiarthur bor pont luz,'alegria',[0.78],[0.01],[0.16],[0.01],[0.03],[0.01],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur maravilh,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur relacion sobr cultiv #teamarthuragui,'neutro',[0.18],[0.01],[0.47],[0.0],[0.33],[0.0],[0.0]
"@centralarthurof @aguiarthur min fechamento, nunc vacilou, tip mulh cheg pra somar, ela…",'neutro',[0.01],[0.0],[0.98],[0.0],[0.01],[0.0],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur agoni pra ver brilh,'neutro',[0.02],[0.01],[0.79],[0.0],[0.18],[0.01],[0.0]
@centralarthurof @aguiarthur vai ser top,'neutro',[0.01],[0.0],[0.72],[0.0],[0.26],[0.0],[0.0]
@centralarthurof @aguiarthur i #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur min #teamarthuragui,'neutro',[0.34],[0.0],[0.52],[0.0],[0.13],[0.0],[0.0]
"@wxykaah @aguiarthur vei aí, karll 💛 #teamarthuragui",'neutro',[0.11],[0.0],[0.69],[0.0],[0.2],[0.0],[0.0]
@centralarthurof @aguiarthur centr flash #teamarthuragui,'alegria',[0.58],[0.01],[0.37],[0.0],[0.03],[0.01],[0.0]
@centralarthurof @aguiarthur cheg hor,'alegria',[0.58],[0.03],[0.34],[0.01],[0.03],[0.01],[0.0]
@centralarthurof @aguiarthur ce aprend cuid so #teamarthuragui,'neutro',[0.11],[0.01],[0.81],[0.01],[0.04],[0.01],[0.0]
@centralarthurof @aguiarthur vocel,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur cabeç explod tir foc,'neutro',[0.16],[0.01],[0.73],[0.0],[0.08],[0.02],[0.0]
@centralarthurof @aguiarthur prefir #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @aguiarthur troc turn adms! bor sub tag? #teamarthuragui,'neutro',[0.01],[0.0],[0.56],[0.0],[0.44],[0.0],[0.0]
"@centralarthurof @aguiarthur fl nasc intenção, mei cao tempo, descuid deix o…",'raiva',[0.02],[0.0],[0.39],[0.0],[0.59],[0.0],[0.0]
"rt @gabscyrus @centralarthurof @aguiarthur pi tud linda, vei decidida, jog pra ganh #teamarthuragui",'neutro',[0.01],[0.0],[0.73],[0.0],[0.26],[0.0],[0.0]
rt @wxykaah @centralarthurof @aguiarthur tern lindoo #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
@centralarthurof @aguiarthur lanc desafi si #teamarthuragui,'neutro',[0.03],[0.01],[0.91],[0.0],[0.03],[0.01],[0.0]
rt @wishmurilo_h @centralarthurof @aguiarthur café manhã nunc aparec #teamarthuragui,'alegria',[0.6],[0.0],[0.3],[0.0],[0.08],[0.01],[0.0]
@arthuramin @centralarthurof @aguiarthur pra fal beste #teamarthuragui,'neutro',[0.03],[0.01],[0.63],[0.0],[0.33],[0.0],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur pra fal beste #teamarthuragui,'neutro',[0.03],[0.01],[0.63],[0.0],[0.33],[0.0],[0.0]
rt @thaybelikov @centralarthurof @aguiarthur amo ris anj olh fech fur bochech bat vontad d…,'neutro',[0.0],[0.0],[0.97],[0.0],[0.02],[0.0],[0.0]
@centralarthurof @aguiarthur aparec ausent #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur comenteemmm #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur quer follow centr #teamarthuragui,'neutro',[0.07],[0.02],[0.82],[0.01],[0.05],[0.02],[0.0]
@centralarthurof @aguiarthur quer ver felic #teamarthuragui,'neutro',[0.0],[0.01],[0.79],[0.01],[0.18],[0.01],[0.0]
"rt @wxykaah @centralarthurof @aguiarthur topet charme,mdss #teamarthuragui",'neutro',[0.23],[0.0],[0.47],[0.0],[0.31],[0.0],[0.0]
@centralarthurof @aguiarthur café manhã nunc aparec #teamarthuragui,'alegria',[0.67],[0.04],[0.18],[0.03],[0.03],[0.04],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur amér #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur vou cas sext feir #teamarthuragui,'alegria',[0.6],[0.0],[0.38],[0.0],[0.02],[0.0],[0.0]
@centralarthurof @aguiarthur tud arthur #teamarthuragui,'neutro',[0.11],[0.02],[0.63],[0.01],[0.23],[0.01],[0.0]
@centralarthurof @aguiarthur hom senh #teamarthuragui,'alegria',[0.88],[0.0],[0.11],[0.0],[0.01],[0.0],[0.0]
rt @everlastingrbr @centralarthurof @aguiarthur sab tud olh pra fal #teamarthuragui,'neutro',[0.0],[0.0],[0.7],[0.0],[0.3],[0.0],[0.0]
rt @thaybelikov @centralarthurof @aguiarthur amizad lealdad amizad bemquer amizad quer ver outr feliz apen querer…,'neutro',[0.0],[0.0],[0.89],[0.0],[0.1],[0.0],[0.0]
